Group,Group Name,Name,Date,Time,Latitude,Longitude,Altitude,Alarm
U,POTA-AT,13 Buchberg Nature Reserve,09/04/2025,00:00:00,47.916666666666664,13.083333333333334,,OFF
U,POTA-AT,39 Hohe Tauern National Park,09/04/2025,00:00:00,47.041666666666664,12.666666666666666,,OFF
U,POTA-AT,53 Huettschlager Talschluesse Nature Reserve,09/04/2025,00:00:00,47.125,13.25,,OFF
U,POTA-AT,54 Obertauern Nature Reserve,09/04/2025,00:00:00,47.208333333333336,13.5,,OFF
U,POTA-AT,55 Schafberg-Salzkammergutseen Nature Reserve,09/04/2025,00:00:00,47.791666666666664,13.416666666666666,,OFF
U,POTA-AT,76 Trumer Seen Nature Reserve,09/04/2025,00:00:00,47.958333333333336,13.083333333333334,,OFF
U,POTA-AT,77 Wallersee Nature Reserve,09/04/2025,00:00:00,47.875,13.083333333333334,,OFF
U,POTA-AT,82 Fuschlsee Nature Reserve,09/04/2025,00:00:00,47.791666666666664,13.25,,OFF
U,POTA-AT,83 Tappenkarsee Nature Reserve,09/04/2025,00:00:00,47.166666666666664,13.25,,OFF
U,POTA-AT,84 Zeller See Nature Reserve,09/04/2025,00:00:00,47.291666666666664,12.75,,OFF
U,POTA-AT,282 European long-distance hiking trail (E4) Nation...,09/04/2025,00:00:00,48.041666666666664,16.083333333333332,,OFF
U,POTA-AT,291 Zentralalpenweg 02 National Scenic Trail,09/04/2025,00:00:00,47.25,14.75,,OFF
U,POTA-AT,322 Nordmoor am Mattsee Nature Conservation Reserve,09/04/2025,00:00:00,47.958333333333336,13.083333333333334,,OFF
U,POTA-AT,328 Hammerauer-Moor Nature Conservation Reserve,09/04/2025,00:00:00,47.75,13.0,,OFF
U,POTA-AT,329 Ursprunger Moor Nature Conservation Reserve,09/04/2025,00:00:00,47.875,13.0,,OFF
U,POTA-AT,330 Weidmoos Nature Conservation Reserve,09/04/2025,00:00:00,48.0,12.916666666666666,,OFF
U,POTA-AT,333 Oichtenriede National Conservation Area,09/04/2025,00:00:00,48.0,13.0,,OFF
U,POTA-AT,334 Obertummer See Nature Recreation Reserve,09/04/2025,00:00:00,47.958333333333336,13.0,,OFF
U,POTA-AT,335 Egelseen National Conservation Area,09/04/2025,00:00:00,47.958333333333336,13.083333333333334,,OFF
U,POTA-AT,336 Blinklingmoos Nature Conservation Reserve,09/04/2025,00:00:00,47.708333333333336,13.416666666666666,,OFF
U,POTA-AT,337 Buermooser Moor Nature Conservation Reserve,09/04/2025,00:00:00,47.958333333333336,12.916666666666666,,OFF
