Group,Group Name,Name,Date,Time,Latitude,Longitude,Altitude,Alarm
U,POTA-AT,9 Waldhausen Klosterkirche Sanctuary,09/04/2025,00:00:00,48.25,14.916666666666666,,OFF
U,POTA-AT,12 Attersee-Traunsee Nature Reserve,09/04/2025,00:00:00,47.875,13.583333333333334,,OFF
U,POTA-AT,42 Kalkalpen National Park,09/04/2025,00:00:00,47.75,14.333333333333334,,OFF
U,POTA-AT,45 Botanischer Garten Linz County Showground,09/04/2025,00:00:00,48.291666666666664,14.25,,OFF
U,POTA-AT,89 Urfahrwaend Nature Reserve,09/04/2025,00:00:00,48.291666666666664,14.25,,OFF
U,POTA-AT,90 Linzer Tiergarten Nature Reserve,09/04/2025,00:00:00,48.291666666666664,14.25,,OFF
U,POTA-AT,282 European long-distance hiking trail (E4) Nation...,09/04/2025,00:00:00,48.041666666666664,16.083333333333332,,OFF
U,POTA-AT,318 Nordmoor am Grabensee Nature Conservation Reserve,09/04/2025,00:00:00,47.958333333333336,13.083333333333334,,OFF
U,POTA-AT,319 Spiessmojer Nature Conservation Reserve,09/04/2025,00:00:00,48.083333333333336,13.25,,OFF
U,POTA-AT,320 Teile des Hehermooses und der Holzoestersee Nat...,09/04/2025,00:00:00,48.041666666666664,12.833333333333334,,OFF
U,POTA-AT,321 Pfeiferanger Nature Conservation Reserve,09/04/2025,00:00:00,48.041666666666664,12.916666666666666,,OFF
U,POTA-AT,322 Nordmoor am Mattsee Nature Conservation Reserve,09/04/2025,00:00:00,47.958333333333336,13.083333333333334,,OFF
U,POTA-AT,323 Jackenmoos auf dem Muehlberg Nature Conservatio...,09/04/2025,00:00:00,48.041666666666664,12.916666666666666,,OFF
U,POTA-AT,324 Feuchtgebiet Teichstaett Nature Conservation Re...,09/04/2025,00:00:00,48.0,13.166666666666666,,OFF
U,POTA-AT,325 Ettenau Nature Conservation Reserve,09/04/2025,00:00:00,48.041666666666664,12.75,,OFF
U,POTA-AT,326 Ettenau II Nature Conservation Reserve,09/04/2025,00:00:00,48.083333333333336,12.75,,OFF
U,POTA-AT,327 Buchenwald Ranshofen Nature Conservation Reserve,09/04/2025,00:00:00,48.208333333333336,13.0,,OFF
U,POTA-AT,338 Unterer Inn National Park,09/04/2025,00:00:00,48.291666666666664,13.25,,OFF
U,POTA-AT,339 Seeleitensee (Innviertel) National Conservation...,09/04/2025,00:00:00,48.041666666666664,12.916666666666666,,OFF
U,POTA-AT,340 Imsee National Conservation Area,09/04/2025,00:00:00,48.0,13.083333333333334,,OFF
U,POTA-AT,342 Hoellerersee Nature Conservation Reserve,09/04/2025,00:00:00,48.0,12.833333333333334,,OFF
U,POTA-AT,343 Heratinger See National Conservation Area,09/04/2025,00:00:00,48.041666666666664,12.916666666666666,,OFF
U,POTA-AT,344 Frankinger Moos National Conservation Area,09/04/2025,00:00:00,48.041666666666664,12.916666666666666,,OFF
